km_driven,seats,mileage,engine,max_power,nm,selling_price,fuel
7032,5.0,19.0,1199,88.76,110.0,779000,1
11000,5.0,14.3,1598,103.5,153.0,645000,1
2000,5.0,16.8,1984,150.0,350.0,2475000,0
80000,5.0,25.01,1498,89.75,204.0,590000,0
120000,5.0,24.4,1120,71.0,180.4,350000,0
30000,5.0,20.89,1197,81.8,113.0,484999,1
110000,5.0,19.1,1405,70.0,135.4,240000,0
219000,8.0,12.8,2494,102.0,200.06,500000,0
80000,5.0,24.7,796,47.3,69.0,300000,1
80000,5.0,28.09,1248,88.5,200.0,750000,0
35000,5.0,20.85,1197,83.14,115.0,574000,1
167000,5.0,22.3,1248,88.8,200.0,200000,0
94000,5.0,19.67,1582,126.2,259.9,1100000,0
80000,5.0,17.92,1086,62.1,96.1,350000,1
100000,4.0,16.1,796,37.0,59.0,70000,1
90000,5.0,13.8,1299,70.0,104.93,120000,1
246000,7.0,12.99,2494,100.0,200.0,700000,0
10000,5.0,21.4,1197,83.1,115.0,500000,1
90000,5.0,19.09,1405,69.01,135.0,370000,0
5200,5.0,20.3,1199,83.81,114.0,600000,1
120000,5.0,17.3,993,60.0,78.0,100000,1
90000,5.0,22.9,1248,74.0,190.0,409999,0
50000,5.0,18.0,1497,117.3,145.0,750000,1
5000,5.0,18.9,1197,81.86,113.75,600000,1
10500,6.0,18.15,1198,82.0,115.0,550000,1
26000,5.0,19.6,1461,108.45,245.0,950000,0
139000,8.0,11.79,2179,120.0,290.0,645000,0
60000,7.0,15.1,2179,140.0,330.0,750000,0
40000,5.0,11.7,1796,178.0,240.26,650000,1
25000,5.0,15.85,1499,110.4,140.0,800000,1
60000,5.0,14.53,1798,138.0,173.0,350000,1
25000,5.0,15.85,1499,110.4,140.0,700000,1
15000,5.0,17.5,1298,85.8,114.0,335000,1
110000,5.0,19.3,1248,73.9,190.0,270000,0
100000,5.0,19.3,1248,73.9,190.0,320000,0
120000,5.0,17.8,1086,63.0,96.11,120000,1
55000,5.0,12.3,1781,163.2,224.57,730000,1
120000,5.0,15.0,1586,104.68,145.0,125000,1
35000,5.0,18.2,1061,64.0,84.0,150000,1
13000,5.0,24.7,796,47.3,69.0,310000,1
50000,5.0,26.59,1248,74.0,190.0,625000,0
40000,5.0,20.36,1197,78.9,111.7,267000,1
25000,5.0,17.19,1197,81.86,114.73,600000,1
110000,7.0,15.37,1196,73.0,101.0,180000,1
5000,5.0,23.87,1197,88.5,113.0,700000,1
50000,4.0,16.1,796,37.0,59.0,121000,1
80000,5.0,18.9,1197,82.0,114.0,350000,1
225000,8.0,12.99,2494,100.0,200.0,869999,0
9000,5.0,13.6,1999,177.0,430.0,2711000,0
45000,5.0,19.33,1999,177.0,430.0,3200000,0
110000,7.0,14.1,2179,147.94,320.0,503000,0
20000,5.0,18.0,1969,190.0,400.0,3800000,0
68089,5.0,19.16,2494,157.7,213.0,2000000,1
58343,5.0,21.79,998,67.05,90.0,225000,1
38817,5.0,27.39,1248,74.0,190.0,740000,0
56494,5.0,18.2,1199,88.7,110.0,550000,1
79328,7.0,12.99,2494,100.6,200.0,750000,0
5621,5.0,22.0,1197,81.8,113.0,650000,1
25538,5.0,16.78,1496,88.73,132.0,625000,1
69779,5.0,22.0,1197,81.8,113.0,600000,1
56290,5.0,24.0,1186,73.97,190.24,450000,0
7032,5.0,19.0,1199,88.76,110.0,779000,1
11000,5.0,14.3,1598,103.5,153.0,645000,1
2000,5.0,16.8,1984,150.0,350.0,2475000,0
100000,5.0,17.3,1061,64.0,84.34,80000,1
93331,5.0,19.81,1086,68.05,99.04,120000,1
120000,5.0,13.5,2179,115.0,277.5,370000,0
70000,5.0,19.01,1461,108.5,248.0,750000,0
100000,9.0,15.96,2523,63.0,180.0,484999,0
90000,5.0,13.1,1493,82.0,187.0,120000,0
28000,5.0,17.8,1497,117.3,145.0,860000,1
50000,5.0,28.4,1248,74.02,190.0,650000,0
90000,7.0,20.77,1248,88.8,200.0,650000,0
40000,5.0,24.8,1396,88.7,219.7,710000,0
113000,5.0,25.83,1498,99.0,215.0,430000,0
188000,5.0,17.8,1248,75.0,190.0,305000,0
100000,5.0,20.0,1399,68.0,160.0,220000,0
225000,9.0,14.0,1948,90.0,190.0,150000,0
67000,7.0,18.49,1493,100.0,240.0,660000,0
70000,5.0,25.44,936,57.6,150.0,140000,0
50000,5.0,14.28,1798,138.03,173.0,1100000,1
60000,5.0,16.36,2179,187.7,450.0,2450000,0
34000,5.0,22.0,1498,108.495,250.0,625000,0
110000,5.0,12.8,1493,100.0,128.47,198000,1
140000,5.0,18.9,998,67.1,90.0,130000,1
100000,5.0,16.8,1497,116.3,146.0,540000,1
10000,5.0,18.9,1197,81.86,113.75,550000,1
30000,5.0,21.63,998,67.04,90.0,475000,1
90000,7.0,15.04,2755,174.5,450.0,3100000,0
120000,5.0,21.1,1248,73.9,113.0,217000,0
6500,5.0,21.21,1197,81.8,113.0,750000,1
80000,8.0,11.96,1298,80.0,103.0,350000,1
100000,7.0,12.05,2179,120.0,290.0,400000,0
120000,5.0,23.59,1364,67.05,170.0,570000,0
120000,5.0,21.1,814,55.2,74.5,180000,1
110000,5.0,13.1,1598,77.0,121.0,68000,1
150000,5.0,18.7,1896,66.0,210.0,280000,0
120000,5.0,16.1,1405,70.0,132.39,90000,0
100000,5.0,15.26,2143,203.2,500.0,2600000,0
63000,7.0,15.3,2956,83.83,250.0,700000,0
40000,5.0,17.9,2143,136.0,300.0,1850000,0
109000,5.0,22.7,1498,89.84,204.0,685000,0
114000,5.0,25.2,1248,73.94,190.0,565000,0
33000,5.0,14.7,1798,177.5,250.0,1600000,1
160000,5.0,24.0,1120,70.0,160.0,395000,0
101000,5.0,21.9,1396,88.76,219.6,425000,0
45000,5.0,16.38,1995,183.0,400.0,1950000,0
31000,5.0,24.04,999,67.0,91.0,535000,1
31000,5.0,23.01,999,67.0,91.0,500000,1
55000,5.0,20.52,1197,81.8,113.0,434999,1
55000,4.0,21.9,624,37.48,51.0,250000,1
117000,5.0,22.32,1582,126.32,259.8,700000,0
102000,5.0,19.62,1995,187.74,400.0,1100000,0
108000,5.0,17.42,1968,175.0,350.0,900000,0
75000,5.0,20.52,1197,81.8,113.0,425000,1
74000,5.0,10.0,2148,170.0,400.0,1600000,0
158000,5.0,24.4,1499,98.96,215.0,325000,0
10000,7.0,13.8,2999,174.57,380.0,2700000,0
40000,5.0,23.0,1498,98.96,205.0,950000,0
10000,5.0,21.5,1497,108.5,260.0,1140000,0
53000,7.0,17.6,2179,147.94,320.0,980000,0
20000,5.0,16.3,1956,170.0,350.0,1920000,0
5000,5.0,18.24,999,108.6,175.0,808000,1
30000,5.0,19.1,1197,85.8,114.0,550000,1
64000,5.0,19.7,796,46.3,62.0,215000,1
10500,5.0,18.16,1196,86.8,112.0,512000,1
50000,5.0,19.7,796,46.3,62.0,215000,1
60000,5.0,20.5,1598,103.5,250.0,500000,0
35000,5.0,21.14,1498,103.52,250.0,700000,0
135000,7.0,13.93,2179,138.03,320.0,525000,0
70000,9.0,12.05,2179,120.0,290.0,550000,0
80000,5.0,24.3,1248,88.5,200.0,750000,0
25000,5.0,21.63,998,67.0,90.0,395000,1
5000,5.0,18.6,1197,81.83,114.7,675000,1
80000,5.0,17.92,1086,62.1,96.1,140000,1
120000,8.0,12.05,2179,120.0,290.0,430000,0
9000,5.0,13.6,1999,177.0,430.0,2711000,0
45000,5.0,19.33,1999,177.0,430.0,3200000,0
110000,7.0,14.1,2179,147.94,320.0,503000,0
20000,5.0,18.0,1969,190.0,400.0,3800000,0
68089,5.0,19.16,2494,157.7,213.0,2000000,1
58343,5.0,21.79,998,67.05,90.0,225000,1
38817,5.0,27.39,1248,74.0,190.0,740000,0
56494,5.0,18.2,1199,88.7,110.0,550000,1
79328,7.0,12.99,2494,100.6,200.0,750000,0
5621,5.0,22.0,1197,81.8,113.0,650000,1
25538,5.0,16.78,1496,88.73,132.0,625000,1
69779,5.0,22.0,1197,81.8,113.0,600000,1
56290,5.0,24.0,1186,73.97,190.24,450000,0
7032,5.0,19.0,1199,88.76,110.0,779000,1
11000,5.0,14.3,1598,103.5,153.0,645000,1
2000,5.0,16.8,1984,150.0,350.0,2475000,0
10000,5.0,20.51,998,67.04,90.0,300000,1
68000,5.0,22.1,1248,76.9,205.0,355000,0
35000,5.0,22.74,796,47.3,69.0,180000,1
70000,5.0,25.0,1396,69.0,140.0,280000,0
70000,5.0,19.0,1248,90.0,200.0,250000,0
50000,5.0,15.3,1193,65.3,102.0,125000,1
29700,5.0,25.1,1248,88.5,200.0,810000,0
20000,5.0,18.6,1368,98.63,132.3,671000,1
20000,5.0,24.7,796,47.3,69.0,295000,1
40000,7.0,24.52,1248,88.5,200.0,850000,0
90000,5.0,22.9,1248,74.0,190.0,409999,0
90000,7.0,16.02,1373,93.7,130.0,600000,1
80000,7.0,15.96,2523,62.1,195.0,600000,0
60000,5.0,18.9,998,67.1,90.0,220000,1
56000,5.0,23.4,1248,74.0,190.0,550000,0
50000,8.0,14.0,2523,75.0,200.0,650000,0
50000,9.0,14.0,2523,75.0,200.0,655000,0
74000,7.0,13.7,1948,68.0,115.0,130000,0
123000,5.0,19.01,1461,108.45,248.0,400000,0
54000,5.0,19.7,796,46.3,62.0,155000,1
50000,5.0,15.64,1193,64.1,100.0,250000,1
80000,5.0,18.9,1197,82.0,114.0,400000,1
10000,5.0,19.02,1198,67.05,104.0,500000,1
10000,5.0,20.3,1086,68.0,99.0,565000,1
40000,5.0,23.0,1498,98.96,205.0,900000,0
120000,7.0,16.5,1493,70.0,195.0,650000,0
45000,7.0,15.96,2523,62.1,195.0,600000,0
35000,5.0,28.4,1248,74.02,190.0,800000,0
60000,5.0,22.54,1396,88.73,219.7,575000,0
40000,5.0,17.01,1499,110.4,136.0,550000,1
80000,5.0,15.5,1586,103.3,145.0,190000,1
37000,5.0,23.0,1498,98.96,205.0,750000,0
22000,5.0,21.4,1197,83.1,115.0,625000,1
60000,5.0,22.54,1396,88.73,219.7,799000,0
57000,5.0,20.51,998,67.04,90.0,300000,1
27000,5.0,20.73,1373,91.1,130.0,850000,1
70000,5.0,18.0,995,62.0,90.3,130000,1
40000,5.0,20.92,998,67.1,90.0,229999,1
60000,5.0,23.1,998,67.04,90.0,400000,1
35000,6.0,16.55,2498,105.0,247.0,900000,0
70000,7.0,15.4,1997,120.0,280.0,800000,0
43000,5.0,21.1,814,55.2,74.5,250999,1
110000,5.0,15.0,1368,90.0,116.0,250000,1
100000,5.0,15.7,1172,67.0,96.0,100000,1
64000,5.0,20.4,1197,81.8,113.0,450000,1
96000,5.0,19.87,1461,83.8,200.0,575000,0
96000,5.0,20.46,1461,83.8,200.0,400000,0
7600,5.0,21.63,998,67.0,90.0,480000,1
7000,5.0,21.63,998,67.0,90.0,490000,1
120000,5.0,17.0,1405,70.0,132.39,150000,0
50000,5.0,22.95,1248,74.0,190.0,600000,0
50000,5.0,24.4,1120,71.0,180.4,500000,0
80000,5.0,23.0,1248,88.7,200.0,425000,0
200000,5.0,13.1,1493,82.0,187.0,108000,0
190000,7.0,12.99,2494,100.6,200.0,1030000,0
34000,5.0,20.51,998,67.04,90.0,360000,1
80000,5.0,16.47,1198,73.9,110.0,290000,1
72000,5.0,22.9,1248,74.0,190.0,400000,0
20000,5.0,15.9,1527,57.0,96.0,70000,0
70000,7.0,15.3,2956,83.8,250.0,320000,0
30000,5.0,23.0,1498,98.96,205.0,975000,0
5000,5.0,18.0,1497,117.6,145.0,1227000,1
29340,5.0,22.32,1582,126.32,259.8,755000,0
120000,5.0,20.0,1399,68.0,160.0,215000,0
200000,7.0,12.8,2494,102.0,200.06,735000,0
70000,5.0,19.81,1086,68.05,99.04,190000,1
80800,8.0,12.99,2494,100.6,200.0,1365000,0
24265,5.0,18.7,1199,88.7,110.0,675000,1
81000,5.0,23.4,1248,74.0,190.0,438999,0
240000,7.0,19.98,1461,108.5,245.0,550000,0
35000,5.0,19.1,1197,85.8,114.0,409999,1
15000,5.0,25.17,799,53.3,72.0,350000,1
49000,5.0,25.44,936,57.6,150.0,135000,0
56900,8.0,13.68,2393,147.8,343.0,1490000,0
70000,5.0,25.2,1248,74.0,190.0,520000,0
180000,5.0,19.3,1248,73.9,190.0,315000,0
50000,5.0,19.0,998,66.1,90.0,235000,1
50000,5.0,13.2,1495,94.0,122.58,80500,1
88200,5.0,23.2,1248,73.94,190.0,375000,0
93000,5.0,16.1,1197,85.0,113.0,189000,1
120000,5.0,25.8,1498,98.6,200.0,550000,0
110000,5.0,17.8,1399,68.0,159.85,260000,0
50000,5.0,26.59,1248,74.0,190.0,650000,0
80000,5.0,23.4,1248,74.0,190.0,480000,0
40000,5.0,22.54,1396,88.73,219.7,700000,0
110000,7.0,20.77,1248,88.76,200.0,650000,0
48000,5.0,19.67,1582,126.2,259.9,1300000,0
97000,5.0,16.96,1968,138.03,320.0,1350000,0
60000,5.0,22.15,1498,108.6,250.0,1000000,0
12800,5.0,17.8,1496,105.5,140.0,1080000,1
40000,5.0,21.1,814,55.2,74.5,170000,1
49000,5.0,28.4,1248,74.0,190.0,610000,0
25000,5.0,18.5,1197,85.8,114.0,350000,1
65000,5.0,22.74,796,47.3,69.0,260000,1
20000,5.0,20.4,1248,91.7,209.0,700000,0
17000,5.0,18.78,999,75.0,95.0,678000,1
15000,5.0,23.65,1248,88.5,200.0,800000,0
120000,5.0,23.59,1364,67.04,170.0,400000,0
49000,5.0,18.5,1197,80.0,111.8,300000,1
29000,5.0,18.6,1197,81.83,114.7,520000,1
55000,5.0,19.61,1461,108.5,248.0,850000,0
40000,5.0,23.95,998,67.05,90.0,300000,1
120000,5.0,17.0,1497,118.0,146.0,350000,1
10000,5.0,24.3,1248,88.5,200.0,892000,0
70000,5.0,20.3,1248,92.0,209.0,285000,0
90000,5.0,28.09,1248,88.5,200.0,620000,0
90000,5.0,24.3,1248,88.5,200.0,750000,0
35000,5.0,22.74,796,47.3,69.0,270000,1
90000,7.0,20.77,1248,88.8,200.0,560000,0
40000,5.0,17.92,1086,62.1,96.1,300000,1
40000,5.0,17.92,1086,62.1,96.1,300000,1
20000,5.0,18.9,1197,81.86,113.75,570000,1
80000,5.0,23.03,1396,69.0,140.0,220000,0
99000,5.0,15.5,1586,103.3,145.0,260000,1
7500,5.0,21.21,1197,81.8,113.0,600000,1
60000,4.0,23.9,624,37.48,51.0,80000,1
40800,5.0,21.1,814,55.2,74.5,300000,1
70000,5.0,17.57,1193,88.7,140.0,300000,1
100000,5.0,18.15,1198,82.0,115.0,400000,1
8588,5.0,22.0,1197,81.8,113.0,550000,1
40000,5.0,25.6,1498,97.9,200.0,1200000,0
60000,5.0,25.83,1498,99.0,215.0,500000,0
80000,5.0,15.9,1298,85.0,110.0,93000,1
110000,5.0,26.0,1498,98.6,200.0,500000,0
150000,5.0,23.59,1364,67.05,170.0,670000,0
120000,7.0,12.8,2494,102.0,200.06,750000,0
30000,5.0,23.95,998,67.05,90.0,370000,1
70000,4.0,16.1,796,37.0,59.0,100000,1
50000,5.0,19.81,1086,68.05,99.04,425000,1
305000,8.0,12.8,2494,102.0,200.06,370000,0
212000,7.0,11.57,2179,138.1,320.0,229999,0
35000,7.0,24.52,1248,88.5,200.0,850000,0
22000,5.0,21.03,1461,65.0,160.0,750000,0
70000,5.0,25.5,1498,98.6,200.0,700000,0
56000,5.0,24.0,1120,70.0,160.0,480000,0
50000,5.0,22.95,1248,74.0,190.0,475000,0
120000,5.0,21.14,1498,103.52,250.0,610000,0
120000,8.0,12.8,2494,102.0,200.06,650000,0
70000,5.0,25.5,1498,98.6,200.0,800000,0
120000,7.0,11.57,2179,138.1,320.0,520000,0
90000,5.0,25.0,1396,69.0,140.0,160000,0
70000,5.0,25.1,1248,88.5,200.0,1000000,0
120000,7.0,20.77,1248,88.76,200.0,700000,0
70000,5.0,25.8,1498,98.6,200.0,590000,0
80000,5.0,18.9,998,67.1,90.0,140000,1
100000,7.0,18.49,1493,100.0,240.0,725000,0
157000,7.0,13.68,2393,147.8,343.0,1680000,0
50000,5.0,26.59,1248,74.0,190.0,550000,0
90000,5.0,23.2,1248,73.94,190.0,240000,0
65000,7.0,14.6,2231,184.0,424.0,667000,0
50000,5.0,27.3,1498,98.6,200.0,670000,0
110000,5.0,26.59,1248,74.0,190.0,550000,0
30000,5.0,23.1,998,67.04,90.0,400000,1
80000,5.0,22.32,1582,126.32,259.8,545000,0
70000,7.0,16.02,1373,93.7,130.0,599000,1
100000,5.0,21.38,1396,88.7,219.7,725000,0
120000,5.0,17.4,1497,117.3,145.0,525000,1
85000,5.0,21.1,1248,73.9,113.0,204999,0
110000,5.0,21.0,1199,75.0,180.0,190000,0
60000,5.0,24.0,1120,70.0,160.0,310000,0
90000,5.0,24.0,1120,70.0,160.0,380000,0
110000,5.0,20.92,998,67.1,90.0,204000,1
25000,5.0,20.3,998,68.05,94.14,350000,1
100000,5.0,20.54,1598,103.6,250.0,350000,0
120000,5.0,20.0,1399,68.0,160.0,175000,0
90000,5.0,20.54,1598,103.6,250.0,340000,0
35000,5.0,17.4,1497,117.6,145.0,950000,1
35000,5.0,17.8,1497,117.3,145.0,894999,1
101200,7.0,15.3,2956,83.83,250.0,350000,0
90000,5.0,12.8,1396,85.0,117.68,100000,1
76000,5.0,26.59,1248,74.0,190.0,550000,0
60000,5.0,16.1,1405,70.0,132.39,100000,0
90000,7.0,16.0,2179,140.0,330.0,800000,0
80000,7.0,15.96,2523,62.1,195.0,525000,0
179150,7.0,11.57,2179,138.1,320.0,500000,0
62000,4.0,16.1,796,37.0,59.0,42000,1
160000,5.0,17.5,1197,85.8,114.0,190000,1
35000,5.0,28.4,1248,74.02,190.0,694000,0
120000,7.0,16.0,2179,140.0,330.0,861999,0
50000,5.0,25.8,1498,98.6,200.0,650000,0
70000,5.0,19.3,1248,73.9,190.0,310000,0
97000,5.0,22.9,1248,74.0,190.0,360000,0
90000,5.0,19.3,1248,73.9,190.0,240000,0
84487,7.0,15.1,2179,140.0,330.0,500000,0
100000,7.0,12.8,2494,102.0,200.06,475000,0
60000,5.0,19.7,796,46.3,62.0,100000,1
110000,5.0,15.0,1586,104.68,145.0,200000,1
264000,8.0,12.8,2494,102.0,200.06,430000,0
146000,7.0,14.0,2498,112.0,260.0,245000,0
70000,5.0,23.4,1248,74.0,190.0,450000,0
51146,5.0,24.3,1248,88.5,200.0,800000,0
40000,5.0,21.1,1197,85.8,114.0,215000,1
50000,5.0,24.3,1248,88.5,200.0,760000,0
80000,5.0,20.14,1498,88.8,230.0,416000,0
120000,5.0,18.9,998,67.1,90.0,195000,1
23000,5.0,24.7,796,47.3,69.0,325000,1
70000,5.0,20.92,998,67.1,90.0,145000,1
23000,5.0,28.4,1248,74.0,190.0,675000,0
30000,5.0,20.51,998,67.04,90.0,340000,1
50000,5.0,19.0,1248,90.0,200.0,340000,0
40000,5.0,16.8,796,34.2,59.0,260000,1
50000,5.0,22.74,796,47.3,69.0,300000,1
60000,4.0,16.1,796,37.0,59.0,75000,1
80000,5.0,19.4,1405,70.0,135.4,350000,0
15000,6.0,19.01,1462,103.2,138.0,1000000,1
150000,5.0,21.12,1248,88.8,200.0,170000,0
40000,5.0,19.0,1197,85.8,114.0,600000,1
25000,5.0,16.8,1497,118.0,146.0,800000,1
120000,7.0,17.0,2650,80.84,230.0,850000,0
120000,7.0,15.1,2179,140.0,330.0,980000,0
298000,7.0,13.1,2499,141.0,330.0,850000,0
270000,7.0,14.07,2956,68.4,223.0,340000,0
50000,5.0,24.3,1248,88.5,200.0,900000,0
120000,5.0,19.3,1248,73.9,190.0,310000,0
60000,7.0,20.77,1248,88.8,200.0,600000,0
149000,5.0,19.3,1248,73.9,190.0,270000,0
5000,5.0,20.3,1086,68.0,99.0,509999,1
70000,5.0,19.4,1405,70.0,135.4,225000,0
55000,5.0,20.36,1197,78.9,111.7,280000,1
100000,5.0,27.28,1047,69.0,140.0,490000,0
120000,9.0,15.96,2523,62.1,195.0,440000,0
291977,7.0,14.0,2179,138.1,320.0,500000,0
85000,5.0,11.1,2354,158.8,218.0,476999,1
70000,5.0,17.19,1197,81.86,114.73,590000,1
120000,7.0,13.1,2499,141.0,330.0,500000,0
40000,5.0,22.77,1498,98.59,205.0,600000,0
70000,7.0,15.4,1997,120.0,280.0,750000,0
39000,5.0,19.59,1995,187.74,380.0,2950000,0
36800,5.0,20.14,1498,88.0,230.0,695000,0
52200,5.0,26.59,1248,74.0,190.0,690000,0
78000,5.0,24.0,1186,73.97,190.24,409999,0
16000,5.0,17.0,1956,167.67,350.0,1650000,0
30000,5.0,15.73,1968,174.33,380.0,2375000,0
29000,5.0,24.0,1186,73.97,190.24,525000,0
25000,5.0,16.3,1956,170.63,350.0,2150000,0
60000,7.0,15.1,2179,140.0,330.0,540000,0
60000,7.0,12.55,2982,168.5,360.0,2750000,0
112000,7.0,15.4,1997,120.0,280.0,1000000,0
15000,5.0,18.25,1968,187.74,400.0,2900000,0
40000,7.0,18.49,1493,100.0,240.0,725000,0
36000,5.0,28.09,1248,88.5,200.0,975000,0
60000,5.0,21.79,998,67.05,90.0,355000,1
120000,5.0,11.1,2354,158.8,218.0,400000,1
48000,5.0,24.7,796,47.3,69.0,265000,1
40000,5.0,20.14,1498,88.0,230.0,650000,0
60000,5.0,28.09,1248,88.5,200.0,720000,0
25000,5.0,17.01,1591,121.3,154.9,850000,1
42000,5.0,23.95,998,67.05,90.0,290000,1
35000,5.0,10.93,2497,204.0,245.0,1200000,1
90000,7.0,18.49,1493,100.0,230.0,600000,0
90000,5.0,21.1,1248,73.9,113.0,300000,0
110000,5.0,23.08,1461,63.12,160.0,225000,0
70000,5.0,19.3,1248,73.9,190.0,240000,0
80000,5.0,22.32,1582,126.32,259.8,700000,0
70000,5.0,25.2,1248,74.0,190.0,470000,0
80000,5.0,21.19,1396,88.73,219.66,800000,0
90000,5.0,19.01,1461,108.45,248.0,450000,0
90000,5.0,17.2,1396,53.5,83.36,90000,0
120000,5.0,21.43,1364,87.2,205.0,450000,0
62000,7.0,11.36,2755,171.5,360.0,1465000,0
79000,5.0,19.67,1582,126.2,259.9,925000,0
60000,7.0,13.68,2393,147.8,343.0,1385000,0
20000,7.0,12.55,2982,168.5,343.0,2000000,0
248200,5.0,16.1,1405,70.0,132.39,80000,0
110000,7.0,10.5,2179,120.0,290.0,300000,0
100000,5.0,19.3,1248,73.9,190.0,360000,0
70000,5.0,16.2,1493,110.0,235.36,320000,0
100000,5.0,12.8,1995,52.0,106.0,99000,0
50000,7.0,24.52,1248,88.5,200.0,780000,0
139000,7.0,20.77,1248,88.76,200.0,620000,0
120000,5.0,13.1,1781,149.5,209.86,100000,1
35000,5.0,16.7,1172,64.1,96.0,210000,1
80000,7.0,15.96,2523,62.1,195.0,375000,0
7720,7.0,20.0,999,71.0,96.0,786000,1
50000,7.0,15.1,2179,140.0,330.0,1000000,0
60000,5.0,20.8,1527,58.0,78.9,120000,0
100000,5.0,20.8,1461,64.1,160.0,750000,0
57882,5.0,18.6,1197,81.83,114.7,550000,1
142000,5.0,14.1,2179,147.94,320.0,875000,0
140000,5.0,14.1,2179,147.94,320.0,890000,0
35000,7.0,16.02,1373,93.7,130.0,700000,1
30000,7.0,15.96,2523,62.1,195.0,550000,0
10000,5.0,19.83,1198,67.0,104.0,400000,1
30000,5.0,23.1,998,67.04,90.0,290000,1
90000,5.0,19.09,1396,69.0,135.0,150000,0
35000,7.0,15.37,1196,73.0,101.0,300000,1
35008,5.0,21.79,998,67.05,90.0,221000,1
31100,5.0,22.7,799,53.64,72.0,270000,1
42312,5.0,24.4,1120,71.0,180.4,455000,0
72000,5.0,17.6,1496,88.7,132.0,300000,1
54891,5.0,23.59,1364,67.04,170.0,480000,0
30000,5.0,22.0,1582,126.2,259.87,1000000,0
44000,5.0,22.69,1995,190.0,400.0,2600000,0
18890,7.0,11.36,2755,171.5,360.0,1850000,0
5000,5.0,20.3,1086,68.0,99.0,500000,1
117000,7.0,11.18,2696,184.0,402.0,800000,0
75010,5.0,13.73,1995,148.0,320.0,1000000,0
50000,5.0,21.02,1248,88.8,200.0,250000,0
100000,5.0,23.08,1461,63.1,160.0,245000,0
4337,5.0,18.9,1197,82.0,114.0,625000,1
14495,5.0,18.78,999,75.0,95.0,560000,1
8576,5.0,18.7,1199,88.7,110.0,680000,1
30000,5.0,28.4,1248,74.02,190.0,700000,0
80000,5.0,23.03,1396,69.0,140.0,220000,0
70000,5.0,19.09,1405,69.01,135.0,450000,0
19723,5.0,20.3,1199,84.0,114.0,525000,1
242000,7.0,12.8,2494,102.0,200.06,650000,0
30000,5.0,28.4,1248,74.02,190.0,875000,0
9000,5.0,18.6,1197,81.83,114.7,785000,1
30000,5.0,17.5,1199,88.7,110.0,819999,1
60000,5.0,21.76,1995,188.0,400.0,2950000,0
27000,7.0,13.68,2393,147.51,343.0,1925000,0
39000,5.0,25.5,1498,98.6,200.0,885000,0
64000,5.0,16.05,1499,110.4,140.0,680000,1
42000,5.0,23.0,1498,98.96,205.0,960000,0
45000,5.0,18.5,1198,86.8,109.0,385000,1
15000,5.0,17.0,1956,167.67,350.0,1650000,0
55000,7.0,18.49,1493,100.0,240.0,890000,0
64000,7.0,11.4,2953,153.86,380.0,1275000,0
15000,5.0,20.28,1462,103.25,138.0,1025000,1
69000,5.0,17.2,1197,103.6,175.0,675000,1
80000,5.0,22.0,1197,81.8,113.0,700000,1
60000,5.0,22.77,1498,98.59,205.0,780000,0
70000,5.0,22.32,1582,126.32,259.8,1050000,0
105000,5.0,13.22,2967,241.4,580.0,2700000,0
100000,5.0,22.95,1248,74.0,190.0,400000,0
100000,9.0,15.96,2523,62.1,195.0,400000,0
90000,5.0,19.7,796,46.3,62.0,85000,1
35000,7.0,17.6,2179,153.86,400.0,1300000,0
11500,7.0,18.49,1493,100.0,240.0,819999,0
40000,7.0,18.49,1493,100.0,240.0,620000,0
50000,5.0,23.01,999,67.0,91.0,260000,1
49900,5.0,16.3,1797,147.5,177.5,805000,1
55380,5.0,18.9,1197,82.0,114.0,484999,1
9000,5.0,13.6,1999,177.0,430.0,2711000,0
11000,5.0,17.0,1198,108.5,170.0,811000,1
50000,5.0,19.0,1199,88.7,110.0,575000,1
80000,5.0,17.1,1956,170.0,350.0,1675000,0
11000,5.0,14.3,1598,103.5,153.0,645000,1
13500,5.0,14.74,2993,270.9,600.0,2500000,0
18000,5.0,15.04,1991,183.0,300.0,2550000,1
16000,5.0,14.74,1991,181.04,300.0,2700000,1
18816,5.0,17.0,1198,73.75,110.0,650000,1
33019,7.0,13.68,2393,147.8,343.0,1748999,0
18000,5.0,15.6,1497,116.3,146.0,925000,1
9654,5.0,19.56,1197,81.8,113.0,894999,1
11000,5.0,23.95,998,67.05,90.0,175000,1
24300,5.0,21.21,1197,81.8,113.0,340000,1
42163,7.0,11.36,2755,171.5,360.0,1525000,0
47747,5.0,28.09,1248,88.5,200.0,810000,0
8000,5.0,21.5,1497,108.5,260.0,1025000,0
30000,5.0,22.69,1995,190.0,400.0,2150000,0
70000,8.0,12.99,2494,100.0,200.0,910000,0
60000,5.0,17.88,1405,48.21,85.0,300000,0
80000,5.0,17.3,993,60.0,78.0,120000,1
45900,5.0,18.6,1197,81.83,114.7,490000,1
70000,5.0,25.8,1498,98.6,200.0,425000,0
40000,5.0,19.7,796,46.3,62.0,155000,1
90000,8.0,12.05,2179,120.0,290.0,490000,0
105000,5.0,19.7,796,46.3,62.0,132000,1
30000,5.0,22.54,1396,88.76,219.66,750000,0
20000,5.0,18.9,998,67.1,90.0,225000,1
80000,5.0,20.36,1197,78.9,111.8,240000,1
90000,5.0,18.9,998,67.1,90.0,33351,1
80000,5.0,18.0,995,62.0,90.3,80000,1
