brand,year,km_driven,fuel,transmission,seller_type,owner,seats,mileage,engine,max_power,nm,selling_price
Volkswagen,2010,80000,Diesel,Manual,Individual,Fourth & Above Owner,5.0,22.07,1199,73.9,180.0,250000
Mahindra,2013,146000,Diesel,Manual,Individual,Second Owner,7.0,15.96,2523,62.1,195.0,450000
Maruti,2013,47200,Petrol,Manual,Individual,Third Owner,4.0,16.1,796,37.0,59.0,157000
Mahindra,2018,60000,Diesel,Manual,Individual,First Owner,7.0,15.1,2179,152.87,360.0,1500000
Mahindra,2018,60000,Diesel,Manual,Individual,First Owner,7.0,15.1,2179,152.87,360.0,1500000
Tata,2007,100000,Petrol,Manual,Individual,Second Owner,5.0,15.3,1193,65.3,102.0,75000
Chevrolet,2010,100000,Diesel,Manual,Individual,Second Owner,10.0,14.8,2499,80.0,186.33,280000
Hyundai,2015,35000,Petrol,Manual,Individual,First Owner,5.0,18.6,1197,81.83,114.7,600000
Tata,2012,120000,Diesel,Manual,Individual,Fourth & Above Owner,7.0,15.3,2956,83.8,250.0,250999
Toyota,2010,80000,Petrol,Manual,Individual,Second Owner,5.0,12.5,1794,132.0,170.0,350000
Renault,2016,34000,Petrol,Manual,Individual,First Owner,5.0,23.01,999,67.0,91.0,300000
Renault,2017,50000,Diesel,Manual,Individual,First Owner,5.0,19.87,1461,83.8,200.0,819999
Tata,2010,100000,Diesel,Manual,Individual,Second Owner,5.0,19.61,1405,70.0,135.4,409999
Hyundai,2008,52000,Petrol,Manual,Individual,Second Owner,5.0,13.9,1599,103.2,146.12,275000
Maruti,2013,110000,Diesel,Manual,Individual,First Owner,7.0,20.77,1248,88.76,200.0,497000
Hyundai,2015,70000,Petrol,Manual,Individual,First Owner,5.0,18.6,1197,81.83,114.7,500000
Mahindra,2006,120000,Diesel,Manual,Individual,Second Owner,7.0,14.0,2523,83.0,176.0,170000
Ford,2016,68609,Diesel,Manual,Dealer,First Owner,5.0,22.7,1498,89.84,204.0,515000
Ford,2018,33360,Diesel,Manual,Dealer,First Owner,5.0,22.77,1498,98.59,205.0,925000
Mahindra,2019,5000,Diesel,Manual,Individual,First Owner,7.0,17.3,1497,121.0,300.0,1460000
Isuzu,2019,10000,Diesel,Automatic,Individual,First Owner,7.0,13.8,2999,174.57,380.0,2700000
Tata,2017,35000,Diesel,Manual,Individual,First Owner,5.0,21.5,1497,108.5,260.0,830000
Ford,2019,30000,Diesel,Manual,Individual,First Owner,5.0,23.0,1498,98.96,205.0,975000
Ford,2018,15000,Petrol,Manual,Individual,First Owner,5.0,20.4,1194,94.93,120.0,620000
Nissan,2019,14317,Petrol,Manual,Dealer,First Owner,5.0,14.23,1498,104.55,142.0,860000
Datsun,2018,5000,Petrol,Manual,Individual,Second Owner,5.0,20.63,1198,67.0,104.0,430000
Honda,2019,5000,Petrol,Automatic,Individual,First Owner,5.0,18.0,1497,117.6,145.0,1227000
Honda,2017,28000,Petrol,Manual,Individual,First Owner,5.0,17.8,1497,117.3,145.0,860000
Ford,2018,40000,Diesel,Manual,Individual,First Owner,5.0,23.0,1498,98.96,205.0,950000
Ford,2012,87237,Diesel,Manual,Dealer,Second Owner,5.0,20.0,1399,68.05,160.0,225000
Chevrolet,2011,99500,Diesel,Manual,Individual,Third Owner,7.0,11.5,1991,147.9,320.0,500000
Ford,2017,62960,Diesel,Manual,Dealer,First Owner,5.0,25.83,1498,99.0,215.0,500000
MG,2019,16500,Petrol,Automatic,Dealer,First Owner,5.0,13.96,1451,141.0,250.0,1700000
Maruti,2014,110000,Diesel,Manual,Individual,First Owner,7.0,20.77,1248,88.76,200.0,545000
Maruti,2011,72000,Diesel,Manual,Individual,First Owner,5.0,22.9,1248,74.0,190.0,400000
Maruti,2018,50000,Diesel,Manual,Individual,First Owner,5.0,28.4,1248,74.02,190.0,650000
Hyundai,2008,55000,Petrol,Manual,Individual,Second Owner,5.0,13.9,1599,103.2,146.12,114999
Maruti,2015,60000,Diesel,Manual,Individual,First Owner,5.0,27.39,1248,74.0,190.0,562000
Tata,2002,120000,Diesel,Manual,Individual,First Owner,7.0,14.07,2956,83.1,250.0,96000
Jaguar,2017,9000,Diesel,Automatic,Dealer,First Owner,5.0,13.6,1999,177.0,430.0,2711000
Jaguar,2017,45000,Diesel,Automatic,Dealer,First Owner,5.0,19.33,1999,177.0,430.0,3200000
Tata,2015,110000,Diesel,Manual,Individual,First Owner,7.0,14.1,2179,147.94,320.0,503000
Volvo,2019,20000,Diesel,Automatic,Individual,First Owner,5.0,18.0,1969,190.0,400.0,3800000
Toyota,2016,68089,Petrol,Automatic,Trustmark Dealer,First Owner,5.0,19.16,2494,157.7,213.0,2000000
Maruti,2013,58343,Petrol,Manual,Trustmark Dealer,First Owner,5.0,21.79,998,67.05,90.0,225000
Maruti,2018,38817,Diesel,Manual,Dealer,First Owner,5.0,27.39,1248,74.0,190.0,740000
Honda,2016,56494,Petrol,Manual,Trustmark Dealer,First Owner,5.0,18.2,1199,88.7,110.0,550000
Toyota,2013,79328,Diesel,Manual,Trustmark Dealer,Second Owner,7.0,12.99,2494,100.6,200.0,750000
Maruti,2019,5621,Petrol,Automatic,Trustmark Dealer,First Owner,5.0,22.0,1197,81.8,113.0,650000
Toyota,2017,25538,Petrol,Manual,Trustmark Dealer,First Owner,5.0,16.78,1496,88.73,132.0,625000
Maruti,2018,69779,Petrol,Automatic,Dealer,First Owner,5.0,22.0,1197,81.8,113.0,600000
Hyundai,2017,56290,Diesel,Manual,Dealer,First Owner,5.0,24.0,1186,73.97,190.24,450000
Honda,2019,7032,Petrol,Automatic,Trustmark Dealer,First Owner,5.0,19.0,1199,88.76,110.0,779000
Skoda,2016,11000,Petrol,Automatic,Dealer,First Owner,5.0,14.3,1598,103.5,153.0,645000
Volvo,2018,2000,Diesel,Automatic,Dealer,First Owner,5.0,16.8,1984,150.0,350.0,2475000
Jaguar,2017,9000,Diesel,Automatic,Dealer,First Owner,5.0,13.6,1999,177.0,430.0,2711000
Jaguar,2017,45000,Diesel,Automatic,Dealer,First Owner,5.0,19.33,1999,177.0,430.0,3200000
Tata,2015,110000,Diesel,Manual,Individual,First Owner,7.0,14.1,2179,147.94,320.0,503000
Volvo,2019,20000,Diesel,Automatic,Individual,First Owner,5.0,18.0,1969,190.0,400.0,3800000
Toyota,2016,68089,Petrol,Automatic,Trustmark Dealer,First Owner,5.0,19.16,2494,157.7,213.0,2000000
Maruti,2013,58343,Petrol,Manual,Trustmark Dealer,First Owner,5.0,21.79,998,67.05,90.0,225000
Maruti,2018,38817,Diesel,Manual,Dealer,First Owner,5.0,27.39,1248,74.0,190.0,740000
Honda,2016,56494,Petrol,Manual,Trustmark Dealer,First Owner,5.0,18.2,1199,88.7,110.0,550000
Toyota,2013,79328,Diesel,Manual,Trustmark Dealer,Second Owner,7.0,12.99,2494,100.6,200.0,750000
Maruti,2019,5621,Petrol,Automatic,Trustmark Dealer,First Owner,5.0,22.0,1197,81.8,113.0,650000
Toyota,2017,25538,Petrol,Manual,Trustmark Dealer,First Owner,5.0,16.78,1496,88.73,132.0,625000
Maruti,2018,69779,Petrol,Automatic,Dealer,First Owner,5.0,22.0,1197,81.8,113.0,600000
Hyundai,2017,56290,Diesel,Manual,Dealer,First Owner,5.0,24.0,1186,73.97,190.24,450000
Honda,2019,7032,Petrol,Automatic,Trustmark Dealer,First Owner,5.0,19.0,1199,88.76,110.0,779000
Skoda,2016,11000,Petrol,Automatic,Dealer,First Owner,5.0,14.3,1598,103.5,153.0,645000
Volvo,2018,2000,Diesel,Automatic,Dealer,First Owner,5.0,16.8,1984,150.0,350.0,2475000
Mitsubishi,1999,100000,Diesel,Manual,Individual,Third Owner,5.0,14.8,1998,68.0,122.58,155000
Jaguar,2017,9000,Diesel,Automatic,Dealer,First Owner,5.0,13.6,1999,177.0,430.0,2711000
Jaguar,2017,45000,Diesel,Automatic,Dealer,First Owner,5.0,19.33,1999,177.0,430.0,3200000
Tata,2015,110000,Diesel,Manual,Individual,First Owner,7.0,14.1,2179,147.94,320.0,503000
Volvo,2019,20000,Diesel,Automatic,Individual,First Owner,5.0,18.0,1969,190.0,400.0,3800000
Toyota,2016,68089,Petrol,Automatic,Trustmark Dealer,First Owner,5.0,19.16,2494,157.7,213.0,2000000
Maruti,2013,58343,Petrol,Manual,Trustmark Dealer,First Owner,5.0,21.79,998,67.05,90.0,225000
Maruti,2018,38817,Diesel,Manual,Dealer,First Owner,5.0,27.39,1248,74.0,190.0,740000
Honda,2016,56494,Petrol,Manual,Trustmark Dealer,First Owner,5.0,18.2,1199,88.7,110.0,550000
Toyota,2013,79328,Diesel,Manual,Trustmark Dealer,Second Owner,7.0,12.99,2494,100.6,200.0,750000
Maruti,2019,5621,Petrol,Automatic,Trustmark Dealer,First Owner,5.0,22.0,1197,81.8,113.0,650000
Toyota,2017,25538,Petrol,Manual,Trustmark Dealer,First Owner,5.0,16.78,1496,88.73,132.0,625000
Maruti,2018,69779,Petrol,Automatic,Dealer,First Owner,5.0,22.0,1197,81.8,113.0,600000
Hyundai,2017,56290,Diesel,Manual,Dealer,First Owner,5.0,24.0,1186,73.97,190.24,450000
Honda,2019,7032,Petrol,Automatic,Trustmark Dealer,First Owner,5.0,19.0,1199,88.76,110.0,779000
Skoda,2016,11000,Petrol,Automatic,Dealer,First Owner,5.0,14.3,1598,103.5,153.0,645000
Volvo,2018,2000,Diesel,Automatic,Dealer,First Owner,5.0,16.8,1984,150.0,350.0,2475000
Ford,2015,80000,Diesel,Manual,Individual,First Owner,5.0,25.01,1498,89.75,204.0,590000
Hyundai,2016,120000,Diesel,Manual,Individual,Second Owner,5.0,24.4,1120,71.0,180.4,350000
Maruti,2017,30000,Petrol,Manual,Individual,First Owner,5.0,20.89,1197,81.8,113.0,484999
Tata,2015,110000,Diesel,Manual,Individual,Second Owner,5.0,19.1,1405,70.0,135.4,240000
Toyota,2008,219000,Diesel,Manual,Individual,Second Owner,8.0,12.8,2494,102.0,200.06,500000
Maruti,2017,80000,Petrol,Manual,Individual,First Owner,5.0,24.7,796,47.3,69.0,300000
Maruti,2016,80000,Diesel,Manual,Individual,First Owner,5.0,28.09,1248,88.5,200.0,750000
Maruti,2016,35000,Petrol,Manual,Individual,Second Owner,5.0,20.85,1197,83.14,115.0,574000
Tata,2013,167000,Diesel,Manual,Individual,First Owner,5.0,22.3,1248,88.8,200.0,200000
Hyundai,2016,94000,Diesel,Manual,Individual,First Owner,5.0,19.67,1582,126.2,259.9,1100000
Hyundai,2012,80000,Petrol,Manual,Individual,First Owner,5.0,17.92,1086,62.1,96.1,350000
Maruti,1998,100000,Petrol,Manual,Individual,Second Owner,4.0,16.1,796,37.0,59.0,70000
Ford,2005,90000,Petrol,Manual,Individual,Second Owner,5.0,13.8,1299,70.0,104.93,120000
Toyota,2012,246000,Diesel,Manual,Individual,Second Owner,7.0,12.99,2494,100.0,200.0,700000
Maruti,2019,10000,Petrol,Manual,Individual,First Owner,5.0,21.4,1197,83.1,115.0,500000
Tata,2016,90000,Diesel,Manual,Individual,First Owner,5.0,19.09,1405,69.01,135.0,370000
Tata,2019,5200,Petrol,Manual,Individual,First Owner,5.0,20.3,1199,83.81,114.0,600000
Maruti,2006,120000,Petrol,Manual,Individual,Second Owner,5.0,17.3,993,60.0,78.0,100000
Maruti,2013,90000,Diesel,Manual,Individual,Second Owner,5.0,22.9,1248,74.0,190.0,409999
Honda,2016,50000,Petrol,Automatic,Individual,First Owner,5.0,18.0,1497,117.3,145.0,750000
Hyundai,2017,5000,Petrol,Manual,Individual,First Owner,5.0,18.9,1197,81.86,113.75,600000
Mahindra,2018,10500,Petrol,Manual,Individual,First Owner,6.0,18.15,1198,82.0,115.0,550000
Renault,2018,26000,Diesel,Manual,Individual,First Owner,5.0,19.6,1461,108.45,245.0,950000
Mahindra,2014,139000,Diesel,Automatic,Individual,First Owner,8.0,11.79,2179,120.0,290.0,645000
Mahindra,2014,60000,Diesel,Manual,Individual,Second Owner,7.0,15.1,2179,140.0,330.0,750000
Mercedes-Benz,2006,40000,Petrol,Manual,Individual,First Owner,5.0,11.7,1796,178.0,240.26,650000
Ford,2015,25000,Petrol,Manual,Individual,First Owner,5.0,15.85,1499,110.4,140.0,800000
Toyota,2010,60000,Petrol,Manual,Individual,Second Owner,5.0,14.53,1798,138.0,173.0,350000
Ford,2015,25000,Petrol,Manual,Individual,First Owner,5.0,15.85,1499,110.4,140.0,700000
Maruti,2011,15000,Petrol,Manual,Individual,First Owner,5.0,17.5,1298,85.8,114.0,335000
Maruti,2012,110000,Diesel,Manual,Individual,First Owner,5.0,19.3,1248,73.9,190.0,270000
Maruti,2010,100000,Diesel,Manual,Individual,Second Owner,5.0,19.3,1248,73.9,190.0,320000
Hyundai,2007,120000,Petrol,Manual,Individual,First Owner,5.0,17.8,1086,63.0,96.11,120000
Audi,2010,55000,Petrol,Automatic,Individual,Second Owner,5.0,12.3,1781,163.2,224.57,730000
Maruti,2007,120000,Petrol,Manual,Individual,Third Owner,5.0,15.0,1586,104.68,145.0,125000
Maruti,2007,35000,Petrol,Manual,Individual,First Owner,5.0,18.2,1061,64.0,84.0,150000
Maruti,2018,13000,Petrol,Manual,Individual,First Owner,5.0,24.7,796,47.3,69.0,310000
Maruti,2015,50000,Diesel,Manual,Individual,First Owner,5.0,26.59,1248,74.0,190.0,625000
Hyundai,2012,40000,Petrol,Manual,Individual,First Owner,5.0,20.36,1197,78.9,111.7,267000
Hyundai,2016,25000,Petrol,Manual,Individual,First Owner,5.0,17.19,1197,81.86,114.73,600000
Maruti,2011,110000,Petrol,Manual,Individual,Second Owner,7.0,15.37,1196,73.0,101.0,180000
Toyota,2019,5000,Petrol,Manual,Individual,First Owner,5.0,23.87,1197,88.5,113.0,700000
Maruti,2013,50000,Petrol,Manual,Individual,Second Owner,4.0,16.1,796,37.0,59.0,121000
Hyundai,2014,80000,Petrol,Manual,Individual,Third Owner,5.0,18.9,1197,82.0,114.0,350000
Toyota,2012,225000,Diesel,Manual,Individual,Second Owner,8.0,12.99,2494,100.0,200.0,869999
Jaguar,2017,9000,Diesel,Automatic,Dealer,First Owner,5.0,13.6,1999,177.0,430.0,2711000
Jaguar,2017,45000,Diesel,Automatic,Dealer,First Owner,5.0,19.33,1999,177.0,430.0,3200000
Tata,2015,110000,Diesel,Manual,Individual,First Owner,7.0,14.1,2179,147.94,320.0,503000
Volvo,2019,20000,Diesel,Automatic,Individual,First Owner,5.0,18.0,1969,190.0,400.0,3800000
Toyota,2016,68089,Petrol,Automatic,Trustmark Dealer,First Owner,5.0,19.16,2494,157.7,213.0,2000000
Maruti,2013,58343,Petrol,Manual,Trustmark Dealer,First Owner,5.0,21.79,998,67.05,90.0,225000
Maruti,2018,38817,Diesel,Manual,Dealer,First Owner,5.0,27.39,1248,74.0,190.0,740000
Honda,2016,56494,Petrol,Manual,Trustmark Dealer,First Owner,5.0,18.2,1199,88.7,110.0,550000
Toyota,2013,79328,Diesel,Manual,Trustmark Dealer,Second Owner,7.0,12.99,2494,100.6,200.0,750000
Maruti,2019,5621,Petrol,Automatic,Trustmark Dealer,First Owner,5.0,22.0,1197,81.8,113.0,650000
Toyota,2017,25538,Petrol,Manual,Trustmark Dealer,First Owner,5.0,16.78,1496,88.73,132.0,625000
Maruti,2018,69779,Petrol,Automatic,Dealer,First Owner,5.0,22.0,1197,81.8,113.0,600000
Hyundai,2017,56290,Diesel,Manual,Dealer,First Owner,5.0,24.0,1186,73.97,190.24,450000
Honda,2019,7032,Petrol,Automatic,Trustmark Dealer,First Owner,5.0,19.0,1199,88.76,110.0,779000
Skoda,2016,11000,Petrol,Automatic,Dealer,First Owner,5.0,14.3,1598,103.5,153.0,645000
Volvo,2018,2000,Diesel,Automatic,Dealer,First Owner,5.0,16.8,1984,150.0,350.0,2475000
Maruti,2008,100000,Petrol,Manual,Individual,Third Owner,5.0,17.3,1061,64.0,84.34,80000
Hyundai,2008,93331,Petrol,Manual,Individual,Second Owner,5.0,19.81,1086,68.05,99.04,120000
Mahindra,2012,120000,Diesel,Manual,Individual,Second Owner,5.0,13.5,2179,115.0,277.5,370000
Nissan,2015,70000,Diesel,Manual,Individual,First Owner,5.0,19.01,1461,108.5,248.0,750000
Mahindra,2015,100000,Diesel,Manual,Individual,First Owner,9.0,15.96,2523,63.0,180.0,484999
Hyundai,2006,90000,Diesel,Manual,Individual,Second Owner,5.0,13.1,1493,82.0,187.0,120000
Honda,2017,28000,Petrol,Manual,Individual,First Owner,5.0,17.8,1497,117.3,145.0,860000
Maruti,2018,50000,Diesel,Manual,Individual,First Owner,5.0,28.4,1248,74.02,190.0,650000
Maruti,2014,90000,Diesel,Manual,Individual,First Owner,7.0,20.77,1248,88.8,200.0,650000
Hyundai,2016,40000,Diesel,Manual,Individual,First Owner,5.0,24.8,1396,88.7,219.7,710000
Ford,2017,113000,Diesel,Manual,Individual,First Owner,5.0,25.83,1498,99.0,215.0,430000
Maruti,2011,188000,Diesel,Manual,Individual,Second Owner,5.0,17.8,1248,75.0,190.0,305000
Ford,2011,100000,Diesel,Manual,Individual,First Owner,5.0,20.0,1399,68.0,160.0,220000
Tata,2010,225000,Diesel,Manual,Individual,Third Owner,9.0,14.0,1948,90.0,190.0,150000
Mahindra,2017,67000,Diesel,Manual,Individual,Second Owner,7.0,18.49,1493,100.0,240.0,660000
Chevrolet,2011,70000,Diesel,Manual,Individual,Fourth & Above Owner,5.0,25.44,936,57.6,150.0,140000
Toyota,2015,50000,Petrol,Manual,Individual,First Owner,5.0,14.28,1798,138.03,173.0,1100000
Jaguar,2013,60000,Diesel,Automatic,Individual,First Owner,5.0,16.36,2179,187.7,450.0,2450000
Volkswagen,2017,34000,Diesel,Automatic,Individual,First Owner,5.0,22.0,1498,108.495,250.0,625000
Honda,2004,110000,Petrol,Manual,Individual,Third Owner,5.0,12.8,1493,100.0,128.47,198000
Maruti,2005,140000,Petrol,Manual,Individual,Second Owner,5.0,18.9,998,67.1,90.0,130000
Honda,2012,100000,Petrol,Manual,Individual,Second Owner,5.0,16.8,1497,116.3,146.0,540000
Hyundai,2017,10000,Petrol,Automatic,Individual,First Owner,5.0,18.9,1197,81.86,113.75,550000
Maruti,2018,30000,Petrol,Manual,Individual,First Owner,5.0,21.63,998,67.04,90.0,475000
Toyota,2016,90000,Diesel,Automatic,Individual,First Owner,7.0,15.04,2755,174.5,450.0,3100000
Maruti,2010,120000,Diesel,Manual,Individual,First Owner,5.0,21.1,1248,73.9,113.0,217000
Maruti,2019,6500,Petrol,Automatic,Individual,First Owner,5.0,21.21,1197,81.8,113.0,750000
Maruti,2010,80000,Petrol,Manual,Individual,First Owner,8.0,11.96,1298,80.0,103.0,350000
Mahindra,2008,100000,Diesel,Manual,Individual,Third Owner,7.0,12.05,2179,120.0,290.0,400000
Toyota,2015,120000,Diesel,Manual,Individual,Second Owner,5.0,23.59,1364,67.05,170.0,570000
Hyundai,2012,120000,Petrol,Manual,Individual,Second Owner,5.0,21.1,814,55.2,74.5,180000
Opel,1998,110000,Petrol,Manual,Individual,Third Owner,5.0,13.1,1598,77.0,121.0,68000
Skoda,2006,150000,Diesel,Manual,Individual,Third Owner,5.0,18.7,1896,66.0,210.0,280000
Tata,2005,120000,Diesel,Manual,Individual,Fourth & Above Owner,5.0,16.1,1405,70.0,132.39,90000
Mercedes-Benz,2015,100000,Diesel,Automatic,Individual,Second Owner,5.0,15.26,2143,203.2,500.0,2600000
Tata,2018,63000,Diesel,Manual,Individual,First Owner,7.0,15.3,2956,83.83,250.0,700000
Mercedes-Benz,2016,40000,Diesel,Automatic,Individual,Second Owner,5.0,17.9,2143,136.0,300.0,1850000
Ford,2015,109000,Diesel,Manual,Dealer,First Owner,5.0,22.7,1498,89.84,204.0,685000
Maruti,2015,114000,Diesel,Manual,Dealer,First Owner,5.0,25.2,1248,73.94,190.0,565000
Skoda,2017,33000,Petrol,Automatic,Dealer,Second Owner,5.0,14.7,1798,177.5,250.0,1600000
Hyundai,2014,160000,Diesel,Manual,Dealer,Third Owner,5.0,24.0,1120,70.0,160.0,395000
Hyundai,2013,101000,Diesel,Manual,Dealer,First Owner,5.0,21.9,1396,88.76,219.6,425000
Hyundai,2016,45000,Diesel,Automatic,Dealer,Second Owner,5.0,16.38,1995,183.0,400.0,1950000
Renault,2018,31000,Petrol,Automatic,Dealer,First Owner,5.0,24.04,999,67.0,91.0,535000
Renault,2018,31000,Petrol,Manual,Dealer,First Owner,5.0,23.01,999,67.0,91.0,500000
Maruti,2016,55000,Petrol,Manual,Dealer,First Owner,5.0,20.52,1197,81.8,113.0,434999
Tata,2018,55000,Petrol,Automatic,Dealer,First Owner,4.0,21.9,624,37.48,51.0,250000
Hyundai,2014,117000,Diesel,Manual,Dealer,First Owner,5.0,22.32,1582,126.32,259.8,700000
BMW,2010,102000,Diesel,Automatic,Dealer,First Owner,5.0,19.62,1995,187.74,400.0,1100000
Volkswagen,2012,108000,Diesel,Automatic,Dealer,First Owner,5.0,17.42,1968,175.0,350.0,900000
Maruti,2015,75000,Petrol,Manual,Dealer,First Owner,5.0,20.52,1197,81.8,113.0,425000
Mercedes-Benz,2011,74000,Diesel,Automatic,Dealer,First Owner,5.0,10.0,2148,170.0,400.0,1600000
Ford,2013,158000,Diesel,Manual,Dealer,First Owner,5.0,24.4,1499,98.96,215.0,325000
Isuzu,2019,10000,Diesel,Automatic,Individual,First Owner,7.0,13.8,2999,174.57,380.0,2700000
Ford,2018,40000,Diesel,Manual,Individual,First Owner,5.0,23.0,1498,98.96,205.0,950000
Tata,2019,10000,Diesel,Automatic,Individual,First Owner,5.0,21.5,1497,108.5,260.0,1140000
Tata,2017,53000,Diesel,Manual,Individual,First Owner,7.0,17.6,2179,147.94,320.0,980000
Jeep,2017,20000,Diesel,Manual,Individual,Second Owner,5.0,16.3,1956,170.0,350.0,1920000
Volkswagen,2020,5000,Petrol,Manual,Individual,First Owner,5.0,18.24,999,108.6,175.0,808000
Maruti,2014,30000,Petrol,Manual,Individual,First Owner,5.0,19.1,1197,85.8,114.0,550000
Maruti,2010,64000,Petrol,Manual,Individual,First Owner,5.0,19.7,796,46.3,62.0,215000
Ford,2016,10500,Petrol,Manual,Individual,First Owner,5.0,18.16,1196,86.8,112.0,512000
Maruti,2011,50000,Petrol,Manual,Individual,Second Owner,5.0,19.7,796,46.3,62.0,215000
Skoda,2012,60000,Diesel,Manual,Individual,First Owner,5.0,20.5,1598,103.5,250.0,500000
Skoda,2015,35000,Diesel,Manual,Individual,First Owner,5.0,21.14,1498,103.52,250.0,700000
Tata,2012,135000,Diesel,Manual,Individual,First Owner,7.0,13.93,2179,138.03,320.0,525000
Mahindra,2011,70000,Diesel,Manual,Individual,Second Owner,9.0,12.05,2179,120.0,290.0,550000
Maruti,2016,80000,Diesel,Manual,Individual,First Owner,5.0,24.3,1248,88.5,200.0,750000
Maruti,2017,25000,Petrol,Manual,Individual,First Owner,5.0,21.63,998,67.0,90.0,395000
Hyundai,2017,5000,Petrol,Manual,Individual,First Owner,5.0,18.6,1197,81.83,114.7,675000
Hyundai,2008,80000,Petrol,Manual,Individual,Third Owner,5.0,17.92,1086,62.1,96.1,140000
Mahindra,2011,120000,Diesel,Manual,Individual,Second Owner,8.0,12.05,2179,120.0,290.0,430000
Jaguar,2017,9000,Diesel,Automatic,Dealer,First Owner,5.0,13.6,1999,177.0,430.0,2711000
Jaguar,2017,45000,Diesel,Automatic,Dealer,First Owner,5.0,19.33,1999,177.0,430.0,3200000
Tata,2015,110000,Diesel,Manual,Individual,First Owner,7.0,14.1,2179,147.94,320.0,503000
Volvo,2019,20000,Diesel,Automatic,Individual,First Owner,5.0,18.0,1969,190.0,400.0,3800000
Toyota,2016,68089,Petrol,Automatic,Trustmark Dealer,First Owner,5.0,19.16,2494,157.7,213.0,2000000
Maruti,2013,58343,Petrol,Manual,Trustmark Dealer,First Owner,5.0,21.79,998,67.05,90.0,225000
Maruti,2018,38817,Diesel,Manual,Dealer,First Owner,5.0,27.39,1248,74.0,190.0,740000
Honda,2016,56494,Petrol,Manual,Trustmark Dealer,First Owner,5.0,18.2,1199,88.7,110.0,550000
Toyota,2013,79328,Diesel,Manual,Trustmark Dealer,Second Owner,7.0,12.99,2494,100.6,200.0,750000
Maruti,2019,5621,Petrol,Automatic,Trustmark Dealer,First Owner,5.0,22.0,1197,81.8,113.0,650000
Toyota,2017,25538,Petrol,Manual,Trustmark Dealer,First Owner,5.0,16.78,1496,88.73,132.0,625000
Maruti,2018,69779,Petrol,Automatic,Dealer,First Owner,5.0,22.0,1197,81.8,113.0,600000
Hyundai,2017,56290,Diesel,Manual,Dealer,First Owner,5.0,24.0,1186,73.97,190.24,450000
Honda,2019,7032,Petrol,Automatic,Trustmark Dealer,First Owner,5.0,19.0,1199,88.76,110.0,779000
Skoda,2016,11000,Petrol,Automatic,Dealer,First Owner,5.0,14.3,1598,103.5,153.0,645000
Volvo,2018,2000,Diesel,Automatic,Dealer,First Owner,5.0,16.8,1984,150.0,350.0,2475000
Maruti,2014,10000,Petrol,Manual,Individual,First Owner,5.0,20.51,998,67.04,90.0,300000
Chevrolet,2013,68000,Diesel,Manual,Individual,First Owner,5.0,22.1,1248,76.9,205.0,355000
Maruti,2015,35000,Petrol,Manual,Individual,Second Owner,5.0,22.74,796,47.3,69.0,180000
Tata,2013,70000,Diesel,Manual,Individual,First Owner,5.0,25.0,1396,69.0,140.0,280000
Tata,2011,70000,Diesel,Manual,Individual,First Owner,5.0,19.0,1248,90.0,200.0,250000
Tata,2007,50000,Petrol,Manual,Individual,First Owner,5.0,15.3,1193,65.3,102.0,125000
Maruti,2018,29700,Diesel,Manual,Individual,First Owner,5.0,25.1,1248,88.5,200.0,810000
Hyundai,2018,20000,Petrol,Automatic,Individual,First Owner,5.0,18.6,1368,98.63,132.3,671000
Maruti,2018,20000,Petrol,Manual,Individual,First Owner,5.0,24.7,796,47.3,69.0,295000
Maruti,2017,40000,Diesel,Manual,Individual,First Owner,7.0,24.52,1248,88.5,200.0,850000
Maruti,2013,90000,Diesel,Manual,Individual,First Owner,5.0,22.9,1248,74.0,190.0,409999
Maruti,2015,90000,Petrol,Manual,Individual,First Owner,7.0,16.02,1373,93.7,130.0,600000
Mahindra,2015,80000,Diesel,Manual,Individual,First Owner,7.0,15.96,2523,62.1,195.0,600000
Maruti,2012,60000,Petrol,Manual,Individual,Third Owner,5.0,18.9,998,67.1,90.0,220000
Maruti,2013,56000,Diesel,Manual,Individual,First Owner,5.0,23.4,1248,74.0,190.0,550000
Mahindra,2014,50000,Diesel,Manual,Individual,First Owner,8.0,14.0,2523,75.0,200.0,650000
Mahindra,2014,50000,Diesel,Manual,Individual,Second Owner,9.0,14.0,2523,75.0,200.0,655000
Tata,2006,74000,Diesel,Manual,Individual,First Owner,7.0,13.7,1948,68.0,115.0,130000
Renault,2014,123000,Diesel,Manual,Individual,First Owner,5.0,19.01,1461,108.45,248.0,400000
Maruti,2009,54000,Petrol,Manual,Individual,First Owner,5.0,19.7,796,46.3,62.0,155000
Tata,2013,50000,Petrol,Manual,Individual,First Owner,5.0,15.64,1193,64.1,100.0,250000
Hyundai,2014,80000,Petrol,Manual,Individual,Second Owner,5.0,18.9,1197,82.0,114.0,400000
Datsun,2019,10000,Petrol,Manual,Individual,First Owner,5.0,19.02,1198,67.05,104.0,500000
Hyundai,2018,10000,Petrol,Automatic,Individual,First Owner,5.0,20.3,1086,68.0,99.0,565000
Ford,2018,40000,Diesel,Manual,Individual,First Owner,5.0,23.0,1498,98.96,205.0,900000
Mahindra,2017,120000,Diesel,Manual,Individual,First Owner,7.0,16.5,1493,70.0,195.0,650000
Mahindra,2013,45000,Diesel,Manual,Individual,First Owner,7.0,15.96,2523,62.1,195.0,600000
